N,P,K,temperature,humidity,ph,wind_speed,rainfall,weather_condition,weather_suitability,label
26,50,19,27.3179125,51.66921088,6.005242945,4.2,32.55919573,Clear,Medium,mothbeans
36,56,20,25.4123765,49.66474269,7.437078236,6,31.87416982,Clear,Medium,mothbeans
8,60,18,31.21629982,46.01868196,3.808429173,2.8,53.1205277,Hot,Medium,mothbeans
24,37,21,30.573999,58.22686794,5.818219385,3.1,62.74803826,Hot,Medium,mothbeans
22,43,24,25.42517036,53.2208266,4.52363558,5,46.19374559,Clear,Medium,mothbeans
36,43,24,27.09400578,43.65305437,3.510404312,4.7,41.53749535,Clear,Medium,mothbeans
22,44,24,24.30935081,56.32938343,6.030447288,3.1,58.99536268,Clear,Medium,mothbeans
17,43,22,30.06142622,45.90067655,5.498340808,2.9,41.0550915,Hot,Medium,mothbeans
8,45,15,28.09568993,60.9835384,4.61136408,3.2,33.84110759,Clear,Medium,mothbeans
7,56,23,26.33908791,40.00933429,5.545219232,4.5,55.50429227,Clear,Medium,mothbeans
36,57,16,28.61409059,57.14218792,8.292875734,3.6,57.02891698,Clear,Medium,mothbeans
11,45,19,28.70012137,44.359648,3.828031463,3.5,44.11622138,Clear,Medium,mothbeans
6,36,22,24.21610338,59.79236306,8.869532817,5.8,42.24783476,Clear,Medium,mothbeans
17,57,20,28.50677929,45.20094476,3.793575185,4.3,66.1761456,Clear,Medium,mothbeans
4,47,20,25.97948991,64.95585424,4.193189124,5.4,72.19245835,Clear,Medium,mothbeans
9,49,16,30.88482722,41.36561835,7.661537348,2.5,55.053805,Hot,Medium,mothbeans
25,51,24,25.5042419,61.66852372,9.392694614,3.1,65.07981523,Clear,Medium,mothbeans
36,44,21,25.12528913,51.33189406,4.516154055,4,38.48678973,Clear,Medium,mothbeans
21,38,20,27.10508014,63.56791363,5.794289715,4.2,62.20279647,Clear,Medium,mothbeans
37,57,20,31.1006247,44.82069159,7.354286985,4.9,70.79934452,Hot,Medium,mothbeans
32,48,18,26.45707778,56.40226277,5.993513566,5.8,64.16167699,Clear,Medium,mothbeans
29,44,20,30.04132304,63.56222995,8.620107545,3.9,31.83192392,Hot,Medium,mothbeans
25,51,18,27.77799528,54.82130787,9.45949344,5.7,50.28438729,Clear,Medium,mothbeans
10,44,24,30.99256944,43.02151392,8.0344125,4.2,58.27600682,Hot,Medium,mothbeans
23,35,18,26.4908332,47.36534833,5.414492777,5.2,36.99362831,Clear,Medium,mothbeans
9,60,23,31.96987867,57.17377029,6.276004336,4.1,64.25520357,Hot,Medium,mothbeans
3,58,21,25.36140526,46.82652785,9.160691747,5.9,55.60523179,Clear,Medium,mothbeans
22,42,22,25.54249137,56.96640758,7.887658711,4.7,48.46797044,Clear,Medium,mothbeans
12,39,21,28.99319096,62.85948245,8.183844843,5.8,70.4713043,Clear,Medium,mothbeans
39,36,22,29.34317422,60.50320928,9.072011412,4.4,34.03335472,Clear,Medium,mothbeans
32,41,16,28.63618921,61.39451307,7.702287236,4.1,68.54877876,Clear,Medium,mothbeans
30,41,15,24.83206631,44.17085032,5.88509677,5.2,52.0810886,Clear,Medium,mothbeans
19,36,22,25.44689075,58.55363573,6.16496284,3.4,57.04826619,Clear,Medium,mothbeans
4,46,15,31.01274943,62.40392519,3.504752314,2.7,63.77192383,Hot,Medium,mothbeans
21,39,20,27.06179658,52.3003173,7.388007483,4.8,60.74583498,Clear,Medium,mothbeans
35,57,25,27.0956288,42.26206161,8.340398059,3,71.1271039,Clear,Medium,mothbeans
22,55,24,28.56800579,57.30636014,8.66077954,5.7,64.53027638,Clear,Medium,mothbeans
35,51,17,28.79929247,49.84213387,3.558822825,4.8,40.85534718,Clear,Medium,mothbeans
17,56,17,27.94293692,45.41393636,5.9565851,5.2,69.66289997,Clear,Medium,mothbeans
28,57,17,30.47757686,61.58245338,9.416003106,3,61.86633917,Hot,Medium,mothbeans
22,36,16,30.58139475,50.77148138,8.18422855,3.6,64.58559639,Hot,Medium,mothbeans
11,41,19,26.85911286,41.81420849,5.131779302,5.9,44.13827124,Clear,Medium,mothbeans
38,38,18,26.31051759,61.18749126,6.294130313,3.8,35.73403813,Clear,Medium,mothbeans
23,37,24,28.77833449,44.2252605,7.991902443,3.5,33.95825723,Clear,Medium,mothbeans
25,35,20,28.90245417,43.35365671,8.923095695,3.1,71.90018566,Clear,Medium,mothbeans
40,45,20,29.37687468,57.69622912,6.878498176,3.3,38.34303462,Clear,Medium,mothbeans
23,58,19,24.17093241,58.25204566,5.243634849,5.9,59.18953429,Clear,Medium,mothbeans
2,56,23,26.65333029,59.79023382,7.550090941,4.7,36.91852635,Clear,Medium,mothbeans
3,56,17,28.19912143,53.50567601,8.709291688,3.8,52.13580529,Clear,Medium,mothbeans
26,51,25,28.76488954,52.62741529,7.792508068,3.8,55.21606732,Clear,Medium,mothbeans
39,42,20,29.3499706,61.25353851,8.055908858,3.3,40.82840673,Clear,Medium,mothbeans
27,59,20,28.00937423,52.60950014,4.397698806,4.9,36.01203025,Clear,Medium,mothbeans
24,45,19,26.85851927,48.8246387,5.952384957,3.4,34.7426459,Clear,Medium,mothbeans
7,40,17,31.2123945,40.92604945,8.532078733,4,53.78769958,Hot,Medium,mothbeans
15,45,23,24.20422636,61.43378674,7.224193642,4.5,46.0203959,Clear,Medium,mothbeans
26,52,23,29.98835437,49.60384796,4.931890506,5.9,52.92929636,Clear,Medium,mothbeans
20,45,16,29.93964907,54.61813464,4.626212446,4,45.43669946,Clear,Medium,mothbeans
34,54,24,31.2119298,41.55934359,5.026003659,2.7,68.80141783,Hot,Medium,mothbeans
19,51,25,26.80474415,48.23991436,3.5253661,4.1,43.87801983,Clear,Medium,mothbeans
29,41,21,31.49398069,62.84916863,8.86979671,2.3,64.56807592,Hot,Medium,mothbeans
20,50,22,30.99694676,46.42693735,9.406887533,3.1,38.31597852,Hot,Medium,mothbeans
11,40,23,29.61253065,63.04749127,5.80428611,4.9,50.1978269,Clear,Medium,mothbeans
15,54,15,29.97604322,57.03184356,8.35495812,4.8,44.86052932,Clear,Medium,mothbeans
35,55,22,30.88883074,52.62696801,8.634929739,2.6,55.51932414,Hot,Medium,mothbeans
9,59,25,30.39321309,60.16299493,7.699200949,3.8,35.37493212,Hot,Medium,mothbeans
40,45,18,30.43683729,55.20522037,5.261285926,2.1,30.92014047,Hot,Medium,mothbeans
35,38,19,25.32688786,63.18180319,9.112771682,5.4,32.71129281,Clear,Medium,mothbeans
14,58,17,30.53684308,59.96664731,4.605700542,4.8,33.48919022,Hot,Medium,mothbeans
40,55,18,30.38257873,40.5926071,7.115994051,2.5,47.95406479,Hot,Medium,mothbeans
18,36,23,24.01825377,53.76623369,7.214078621,5.4,35.03404425,Clear,Medium,mothbeans
35,52,15,28.69841277,61.14754363,9.93509073,3.4,65.67591794,Clear,Medium,mothbeans
4,59,22,29.33743412,49.00323081,8.914074888,4.6,42.44054315,Clear,Medium,mothbeans
22,51,16,27.96583691,61.34900107,8.639586199,5.6,70.10472076,Clear,Medium,mothbeans
33,47,17,24.86803974,48.27531965,8.621514073,5.9,63.9187654,Clear,Medium,mothbeans
2,51,17,25.87682261,45.96341933,5.838508699,5.4,38.53254678,Clear,Medium,mothbeans
16,51,21,31.01963639,49.9767522,3.532008668,2.8,32.81296548,Hot,Medium,mothbeans
19,55,20,27.43329405,87.80507732,7.18530147,3.9,54.73367631,Clear,Medium,mungbean
8,54,20,28.3340432,80.77275974,7.034214276,5.3,38.7976407,Clear,Medium,mungbean
36,55,20,27.01470397,84.34262707,6.635968698,3.7,55.296354,Clear,Medium,mungbean
10,56,16,28.17432665,81.04554836,6.828187499,4.7,36.35720652,Clear,Medium,mungbean
22,56,17,29.87888063,87.32761241,6.89077995,4.9,44.75215854,Clear,Medium,mungbean
9,57,24,29.89232778,89.71503316,7.165121109,3.6,42.99498978,Clear,Medium,mungbean
34,59,23,28.56212158,83.24855855,6.935804256,4.8,56.48265193,Clear,Medium,mungbean
31,51,25,27.53592929,85.5701901,7.196774236,3.7,53.01899249,Clear,Medium,mungbean
0,49,18,29.68361658,87.93598094,6.990095452,3.4,41.82490236,Clear,Medium,mungbean
21,39,20,28.14448546,82.1193047,7.064782138,5,46.75690086,Clear,Medium,mungbean
28,35,22,29.53037621,86.73346018,7.156563094,5.8,59.87232071,Clear,Medium,mungbean
17,52,17,27.88352946,86.45147631,6.364967184,5.2,44.64407105,Clear,Medium,mungbean
24,42,23,28.22471276,82.35916228,6.428054409,3.4,44.01206619,Clear,Medium,mungbean
28,46,16,29.008124,84.96089355,6.664187809,4.6,45.91011391,Clear,Medium,mungbean
21,38,21,29.75538903,86.45193297,6.637677489,4.9,37.54602719,Clear,Medium,mungbean
34,60,25,29.78416743,85.16906976,6.79385576,4.9,40.77872823,Clear,Medium,mungbean
19,53,22,27.8640132,80.4513142,6.852884643,4.5,42.83053902,Clear,Medium,mungbean
31,58,15,27.11026483,84.96771717,7.121571293,5.6,51.52617423,Clear,Medium,mungbean
19,35,24,27.11030369,83.64274107,6.883308033,3.1,49.11964582,Clear,Medium,mungbean
24,53,17,28.95451232,89.07866095,6.421271178,5.2,57.65901369,Clear,Medium,mungbean
13,47,20,29.21780035,87.93724219,6.54450214,5.2,43.1386631,Clear,Medium,mungbean
31,53,16,28.7420098,85.81675947,6.452006451,6,48.54598575,Clear,Medium,mungbean
28,45,23,29.65021184,80.29868321,6.489259136,4.3,56.76278363,Clear,Medium,mungbean
31,37,21,27.23924995,86.404241,6.713410626,5.2,37.31236904,Clear,Medium,mungbean
33,60,15,28.95172351,81.67085323,6.510840928,3.6,56.51103293,Clear,Medium,mungbean
34,45,21,28.18837136,82.60629652,6.287380117,5.5,37.01110438,Clear,Medium,mungbean
13,57,25,28.30041493,86.20681554,6.86308576,5.7,50.47333854,Clear,Medium,mungbean
33,57,17,27.89636126,88.71782287,6.78415271,5.8,57.79863368,Clear,Medium,mungbean
32,57,22,28.6899851,87.50436797,6.769415888,4.8,44.56598352,Clear,Medium,mungbean
23,59,25,27.8262623,88.73100226,6.320768488,4.9,56.68833819,Clear,Medium,mungbean
35,41,18,28.70562673,81.59200689,6.705008504,3.8,59.87065439,Clear,Medium,mungbean
6,48,24,28.6362812,84.61431076,6.790736339,5.6,48.48319335,Clear,Medium,mungbean
29,36,25,28.28511547,88.4393979,7.130278657,4,48.56690235,Clear,Medium,mungbean
4,36,22,27.60887393,86.13316408,7.012740397,3.4,43.80041104,Clear,Medium,mungbean
10,59,22,28.60901145,86.99495766,7.155685016,3.7,36.94616965,Clear,Medium,mungbean
14,48,21,29.24598976,84.80084105,6.991242362,5.8,53.43228915,Clear,Medium,mungbean
8,50,21,28.62911222,89.1148059,6.218923893,5.3,50.49913241,Clear,Medium,mungbean
20,40,15,29.57329479,88.07505524,7.199495368,4.2,45.04467075,Clear,Medium,mungbean
36,43,22,27.82684262,87.16679147,6.389882166,4.6,58.37249772,Clear,Medium,mungbean
14,57,15,29.8757015,83.14796296,6.623438282,5.5,40.12044158,Clear,Medium,mungbean
11,60,23,27.33684386,88.50229102,7.033012777,5.4,51.09802625,Clear,Medium,mungbean
10,59,15,29.83040388,89.30428305,6.32400451,4.1,58.86687093,Clear,Medium,mungbean
7,60,25,28.2753171,82.76020821,6.397636709,5.1,56.04995423,Clear,Medium,mungbean
2,47,15,29.86860065,85.99127934,6.401455706,5.7,58.41394143,Clear,Medium,mungbean
20,45,22,29.5888162,89.9939693,6.904587016,5.4,54.96121262,Clear,Medium,mungbean
2,39,15,28.07219563,82.9116472,6.478557136,5.5,49.61865305,Clear,Medium,mungbean
27,40,24,27.84026517,89.99615558,7.063022095,3.6,52.84626009,Clear,Medium,mungbean
35,48,15,27.10818093,87.4512669,6.981758362,5.1,55.03723979,Clear,Medium,mungbean
4,59,25,27.68515114,81.94268594,6.227134139,4.7,54.62243308,Clear,Medium,mungbean
1,48,24,29.34594634,85.60472562,6.232836962,5.3,59.03629954,Clear,Medium,mungbean
36,43,21,28.36319404,84.8593608,7.140437859,4.1,52.93031105,Clear,Medium,mungbean
11,46,24,27.65280218,89.80650642,6.459252023,3.6,56.52558045,Clear,Medium,mungbean
34,47,19,27.31372793,85.44815232,6.568795404,4.2,53.15223123,Clear,Medium,mungbean
21,44,18,27.06909959,86.89934108,7.12851089,4.8,50.46746116,Clear,Medium,mungbean
17,58,20,28.06642822,85.91625451,6.42937879,3.1,39.23831035,Clear,Medium,mungbean
25,40,21,27.73329078,81.13903037,6.248900919,3.4,44.17580911,Clear,Medium,mungbean
2,38,18,27.53632932,89.92908171,6.619891498,3.6,45.48591922,Clear,Medium,mungbean
9,48,20,29.66461594,84.28187572,6.377568542,3.3,56.09542002,Clear,Medium,mungbean
37,49,25,29.9145443,85.85384444,6.415459592,3.4,41.39081525,Clear,Medium,mungbean
36,38,15,28.36363858,87.59810657,6.320662012,5.4,57.99524359,Clear,Medium,mungbean
40,58,15,29.46416042,87.60890009,6.978400282,5.1,43.15411472,Clear,Medium,mungbean
30,44,16,29.73013036,82.89166381,6.442335593,4.2,50.91511275,Clear,Medium,mungbean
1,59,23,27.46852989,87.17649,7.184398832,4.2,43.78420984,Clear,Medium,mungbean
9,48,22,27.77076285,87.09979549,6.402926221,3.1,49.50812624,Clear,Medium,mungbean
14,41,17,29.12939524,88.48312598,7.085982325,3.5,36.45012824,Clear,Medium,mungbean
35,52,19,27.10606808,89.89593328,6.698574085,4.3,37.45680611,Clear,Medium,mungbean
31,48,17,28.88078945,86.94206817,6.594739424,3.4,53.79732545,Clear,Medium,mungbean
4,41,20,28.14720892,83.8001509,6.647965508,3.3,37.44800463,Clear,Medium,mungbean
30,37,25,29.89129144,80.14487166,7.120032489,5.3,54.7960127,Clear,Medium,mungbean
9,35,20,27.41503453,80.98004661,6.91380932,4.9,40.53173216,Clear,Medium,mungbean
20,41,20,29.27308605,89.4875022,7.073048264,3.3,50.9246554,Clear,Medium,mungbean
37,50,23,29.65296893,88.48587386,6.5304707,5.4,56.01913159,Clear,Medium,mungbean
34,35,21,28.44524991,82.67639542,6.684381357,3.5,58.18713162,Clear,Medium,mungbean
14,37,15,27.96235681,83.97586797,6.581351374,3.1,48.9366954,Clear,Medium,mungbean
23,39,22,29.25649321,81.97952224,6.86483915,5.7,42.02483277,Clear,Medium,mungbean
5,45,21,28.36291385,88.00989267,6.487124217,4,43.05130077,Clear,Medium,mungbean
22,37,20,27.62749466,86.49366929,6.605733068,5.4,39.26137642,Clear,Medium,mungbean
40,51,17,28.66086349,86.12194568,6.860602782,4.3,50.01534317,Clear,Medium,mungbean
27,56,20,29.2114218,87.11497805,6.41874299,5.4,51.53848218,Clear,Medium,mungbean
31,40,22,29.40889385,86.16063492,6.365513634,4.7,53.35486977,Clear,Medium,mungbean
38,36,21,28.02952623,84.8845732,6.556372966,4.7,36.12042927,Clear,Medium,mungbean
6,37,17,28.08657178,80.35005927,6.760694228,4.4,38.14476781,Clear,Medium,mungbean
6,47,18,29.16174608,80.28038146,6.715276663,4.1,40.16545979,Clear,Medium,mungbean
24,44,17,29.8596912,80.03499648,6.666380512,4.4,50.66487502,Clear,Medium,mungbean
25,59,19,29.06631494,83.6869203,6.626629798,4,43.95183726,Clear,Medium,mungbean
32,56,21,27.38538997,88.66663953,6.702772465,3.2,58.29933073,Clear,Medium,mungbean
8,45,18,27.93034941,85.42058715,7.011030515,3.7,43.25095608,Clear,Medium,mungbean
19,39,17,29.2808618,81.8009244,6.890156495,3.4,44.47427436,Clear,Medium,mungbean
39,37,15,28.9973145,83.78911515,6.821747052,3.3,59.84499208,Clear,Medium,mungbean
33,37,19,27.92678579,86.5543196,7.183189922,3,43.4826194,Clear,Medium,mungbean
26,54,17,28.5474135,88.9570454,6.27258822,4.5,49.4897245,Clear,Medium,mungbean
21,51,15,29.36488409,89.1886954,6.679127482,4.9,48.30159325,Clear,Medium,mungbean
22,54,20,28.56149805,83.63802195,6.689825155,3.5,41.013132,Clear,Medium,mungbean
29,45,16,28.43683487,87.91332682,6.583381939,5,43.12063289,Clear,Medium,mungbean
4,40,21,28.79728147,80.45744422,6.725551062,5,44.30070517,Clear,Medium,mungbean
10,37,22,28.7275267,89.12760359,7.069747814,5.9,58.52974279,Clear,Medium,mungbean
4,44,19,27.95639663,83.52706038,6.921993878,5.8,43.25726752,Clear,Medium,mungbean
20,45,17,28.17458662,83.69659318,6.770955317,4.6,37.2464655,Clear,Medium,mungbean
23,45,23,28.77653519,86.69133979,6.983130466,4.3,56.12443206,Clear,Medium,mungbean
25,48,21,28.438097,83.48991368,6.267684328,3.8,52.55469976,Clear,Medium,mungbean
56,79,15,29.48439992,63.19915325,7.454532137,3.2,71.89090748,Clear,Medium,blackgram
25,62,21,26.73433965,68.13999721,7.040056094,3.5,67.15096376,Clear,Medium,blackgram
42,61,22,26.27274407,62.28814857,7.418650668,4.3,70.23207557,Clear,Medium,blackgram
42,73,25,34.03679184,67.21113844,6.501869314,5,73.23573601,Hot,Medium,blackgram
44,58,18,28.03644051,65.06601664,6.814410928,5.4,72.49507741,Clear,Medium,blackgram
50,55,16,28.81460716,65.33538112,7.581442888,3.5,62.26242533,Clear,Medium,blackgram
35,72,21,34.03619494,64.28791388,7.741418772,3.9,66.85510868,Hot,Medium,blackgram
30,64,20,33.8642935,61.57072498,6.573531614,4.7,68.02199825,Hot,Medium,blackgram
27,64,21,32.84213012,68.68401492,7.543804223,3.8,73.67166182,Hot,Medium,blackgram
50,74,17,27.10053268,63.36085585,6.5408208,4.8,73.84949872,Clear,Medium,blackgram
39,73,24,25.65842532,61.18235808,7.22405917,5.4,69.28607828,Clear,Medium,blackgram
57,67,25,32.34744009,66.61452812,7.551364319,4.4,64.55882254,Hot,Medium,blackgram
52,63,19,29.58949031,68.32176769,6.928898659,4,67.53021213,Clear,Medium,blackgram
55,66,22,30.91219459,68.79427388,7.747775263,3.2,66.63830637,Hot,Medium,blackgram
51,56,18,28.12787838,64.2097765,6.706505915,3.9,70.86340755,Clear,Medium,blackgram
36,66,15,30.08545364,69.34811988,6.668238556,2.6,67.1367443,Hot,Medium,blackgram
59,55,19,31.74379487,62.51007687,7.332375138,4.2,68.97097538,Hot,Medium,blackgram
50,58,23,27.81326852,62.50460464,7.596802025,3.8,69.75555541,Clear,Medium,blackgram
30,65,25,32.88733849,64.59457409,7.70650895,4.5,71.50569456,Hot,Medium,blackgram
20,62,18,29.36358721,64.98742947,7.366542647,5.4,61.91208707,Clear,Medium,blackgram
58,71,15,27.82592799,67.5861883,6.919243702,3.9,74.01229707,Clear,Medium,blackgram
25,71,24,28.49538735,60.44848407,7.187721818,3.5,74.91559514,Clear,Medium,blackgram
52,71,16,27.74274761,68.53997144,7.075886472,3.7,71.78615328,Clear,Medium,blackgram
40,63,18,30.41588462,67.66323804,6.74441168,2.4,63.02473185,Hot,Medium,blackgram
20,60,25,27.3254209,69.09047809,6.726469088,4.9,61.19250859,Clear,Medium,blackgram
48,61,21,30.28496619,61.69295127,6.628264883,2.9,65.62859526,Hot,Medium,blackgram
49,68,22,28.56840626,61.53278622,7.127064207,5.2,63.49726331,Clear,Medium,blackgram
48,62,15,25.36586097,66.6379724,7.538631462,5.7,65.81655892,Clear,Medium,blackgram
32,66,17,34.9466155,65.26774011,7.162357641,3.6,70.1415139,Hot,Medium,blackgram
21,63,22,25.09737391,67.72837887,6.859409487,4.8,74.61649888,Clear,Medium,blackgram
20,72,19,32.47648301,64.34848735,7.397190844,3.5,65.820457,Hot,Medium,blackgram
25,65,21,33.86351172,68.59232289,6.880245789,2.7,69.24464096,Hot,Medium,blackgram
41,78,21,25.19857725,60.37332688,6.581313137,5,70.88787207,Clear,Medium,blackgram
53,67,17,31.77681682,69.01852894,7.296972161,2.3,61.46892873,Hot,Medium,blackgram
39,60,21,34.89814946,63.59948557,6.97297656,2.5,64.72797143,Hot,Medium,blackgram
25,76,17,31.74105409,68.63525428,7.241148507,3.3,62.3061735,Hot,Medium,blackgram
21,78,19,27.16159076,66.76017239,6.92009048,4.8,69.85112265,Clear,Medium,blackgram
57,60,17,26.23773129,67.88521396,7.504608385,4.7,73.58663968,Clear,Medium,blackgram
56,75,15,30.20157245,60.06534859,7.152272256,2,66.37171179,Hot,Medium,blackgram
49,72,15,31.55846339,67.83563765,7.137004749,2.7,74.86960831,Hot,Medium,blackgram
24,80,19,29.67892453,69.0854554,6.808041722,4.1,65.66436565,Clear,Medium,blackgram
49,76,18,27.05365239,67.7017527,7.393631868,3.9,60.4693835,Clear,Medium,blackgram
28,68,19,34.63880966,61.38597868,7.69950698,4.1,72.43169115,Hot,Medium,blackgram
55,78,21,33.39438752,62.93692886,6.602888249,3.7,63.57445989,Hot,Medium,blackgram
50,64,25,28.84079155,63.37230676,6.734447425,3.4,70.25496749,Clear,Medium,blackgram
34,80,19,31.49338309,63.0563645,6.521217963,2.9,71.48327008,Hot,Medium,blackgram
20,68,23,25.54960633,63.95425534,7.707332484,4.6,63.1830529,Clear,Medium,blackgram
55,67,16,34.37329112,69.69366426,6.596719015,2.7,70.27184748,Hot,Medium,blackgram
23,70,15,34.6008247,63.11296779,7.403623355,3.8,60.41790253,Hot,Medium,blackgram
53,74,15,29.43463808,64.94329356,7.517097,4.1,72.17818157,Clear,Medium,blackgram
26,67,16,29.10713092,67.90577375,7.17620823,5.8,67.83345933,Clear,Medium,blackgram
33,80,22,28.57006111,65.71765781,6.593961761,3.7,70.0866434,Clear,Medium,blackgram
37,79,19,27.54384835,69.3478631,7.143942758,3.7,69.40878198,Clear,Medium,blackgram
33,75,21,33.04687968,68.93875631,6.690655045,3.4,62.30278274,Hot,Medium,blackgram
22,55,20,33.95309131,69.96100028,7.423530351,2.8,61.16350463,Hot,Medium,blackgram
20,68,17,30.11873003,60.11680815,6.578714843,3.6,71.72980375,Hot,Medium,blackgram
43,68,20,29.57812712,66.17587668,7.497469256,3.2,69.43895491,Clear,Medium,blackgram
44,76,22,27.26458947,68.01232937,7.775306272,3.7,68.91754359,Clear,Medium,blackgram
34,60,16,31.35730791,64.24992106,7.322555223,3,63.85668948,Hot,Medium,blackgram
21,72,17,31.52104732,66.55723677,7.580527339,4.6,61.71111448,Hot,Medium,blackgram
25,68,19,29.39982732,64.25510719,7.108450121,4.6,67.47677295,Clear,Medium,blackgram
41,62,15,29.38400259,64.14928485,7.358974541,6,65.24194361,Clear,Medium,blackgram
28,65,23,28.38686534,61.88871127,7.405176138,5.5,74.24459122,Clear,Medium,blackgram
35,64,15,28.47442276,63.53604453,6.500144962,3.8,69.5274407,Clear,Medium,blackgram
52,58,16,30.64095781,61.14508627,7.167435834,4.5,71.36947525,Hot,Medium,blackgram
58,75,25,25.25596239,61.36669662,7.261791753,6,68.64685069,Clear,Medium,blackgram
34,66,19,32.97030511,60.18122078,7.586642101,2.7,73.44678678,Hot,Medium,blackgram
52,70,16,33.66855394,66.60416867,7.534811833,2.4,67.32520551,Hot,Medium,blackgram
23,57,19,32.83963757,67.99803573,7.251000789,2.2,73.40452716,Hot,Medium,blackgram
42,58,25,27.45853567,62.90020977,6.513620918,3.9,69.46020927,Clear,Medium,blackgram
37,62,17,25.68576704,69.84354028,7.121254928,5.7,74.62068748,Clear,Medium,blackgram
44,75,22,30.0328403,64.14800537,7.574561547,3,71.21006868,Hot,Medium,blackgram
21,80,20,28.20667264,68.27085245,7.350869792,4.5,64.32887142,Clear,Medium,blackgram
56,76,16,28.27265858,61.18956161,7.513151076,3.8,63.29900785,Clear,Medium,blackgram
29,76,15,28.5417236,64.2020154,7.025607706,4.1,69.68862306,Clear,Medium,blackgram
43,61,20,26.87187036,61.61367264,6.804253866,5.2,63.51822045,Clear,Medium,blackgram
55,60,15,32.79766751,68.77994074,7.163043872,3.4,64.11411069,Hot,Medium,blackgram
44,63,15,26.42333018,64.51136845,7.338929556,5.9,63.46546487,Clear,Medium,blackgram
29,67,21,29.79181107,63.38789228,6.621323612,5.6,63.02169909,Clear,Medium,blackgram
47,63,16,27.44003279,67.10464369,6.661870999,5.1,72.50669768,Clear,Medium,blackgram
40,68,17,34.1262979,65.14877461,7.733149554,2.4,70.40795007,Hot,Medium,blackgram
58,61,15,30.94908189,64.23364112,7.402891666,3,62.78730907,Hot,Medium,blackgram
41,74,18,28.75751783,61.02701476,6.599147298,3.2,73.37686831,Clear,Medium,blackgram
58,79,17,27.24766491,66.10123083,7.04174124,4.5,62.31842057,Clear,Medium,blackgram
27,62,24,28.63005477,66.770943,7.353876754,4,62.2737345,Clear,Medium,blackgram
27,60,17,26.41768321,63.64698302,7.026795359,4.4,64.42177127,Clear,Medium,blackgram
52,65,20,32.81705216,66.15665137,6.814301033,4.8,68.83924882,Hot,Medium,blackgram
44,55,25,29.6321052,65.91359954,7.42160832,4,71.16331975,Clear,Medium,blackgram
21,62,24,33.49077065,62.73317204,6.847382891,2.2,65.45328463,Hot,Medium,blackgram
60,59,22,31.86847286,66.74217464,7.191522601,4.7,74.22238583,Hot,Medium,blackgram
33,77,21,30.32992227,65.62971858,7.01285529,2.7,71.64631281,Hot,Medium,blackgram
59,58,17,28.546224,66.31394098,7.368318809,3.7,62.83469851,Clear,Medium,blackgram
29,63,17,30.02629908,67.88811637,7.26154329,2.2,66.47264636,Hot,Medium,blackgram
59,63,18,31.65531175,60.13263713,6.52669158,4.6,66.69096751,Hot,Medium,blackgram
29,70,15,30.33499674,63.54718862,6.872594461,3.7,74.16699119,Hot,Medium,blackgram
58,73,16,33.36984395,65.67718163,6.874142175,2.2,64.89517488,Hot,Medium,blackgram
55,77,22,31.4345059,62.99303471,7.76061831,4.8,64.77651469,Hot,Medium,blackgram
42,79,23,27.71678273,63.29103387,6.781841984,3,68.56507978,Clear,Medium,blackgram
44,77,21,32.63918668,61.3009051,7.326980454,4.2,61.83876146,Hot,Medium,blackgram
38,62,25,32.7477393,67.77954584,7.453975408,2.1,63.37784443,Hot,Medium,blackgram
32,76,15,28.05153602,63.49802189,7.604110177,4.3,43.35795377,Clear,Medium,lentil
13,61,22,19.44084326,63.27771461,7.728832424,8.7,46.83130119,Cool,Medium,lentil
38,60,20,29.84823072,60.63872613,7.491217102,3.1,46.80452595,Clear,Medium,lentil
11,74,17,21.36383757,69.92375891,6.633864582,4.1,46.6352865,Clear,Medium,lentil
37,71,16,26.28663931,68.51966729,7.324863481,5,46.13833007,Clear,Medium,lentil
29,71,18,22.17499963,62.13873825,6.410441476,5.9,53.46622584,Clear,Medium,lentil
2,72,18,26.57597546,60.97876599,7.836719564,3.3,50.89110726,Clear,Medium,lentil
6,59,21,26.58972517,66.14007674,6.139215944,4.3,50.90994463,Clear,Medium,lentil
13,64,20,19.1345771,62.57526895,6.590571088,6.7,36.46946971,Cool,Medium,lentil
8,58,17,28.75273118,69.15640149,7.286049978,4.1,35.15426171,Clear,Medium,lentil
6,77,20,25.78746268,60.2816298,6.058306161,5.8,49.14337177,Clear,Medium,lentil
2,75,22,23.89271875,61.78779413,6.658605362,4.8,52.55730112,Clear,Medium,lentil
3,69,23,28.67408774,63.18832976,7.299360767,4.4,42.96018627,Clear,Medium,lentil
27,80,24,28.42062847,61.77336343,7.815210661,4.8,49.02366803,Clear,Medium,lentil
39,78,15,21.35499456,62.60136323,5.925391795,4.1,41.78219834,Clear,Medium,lentil
40,79,17,21.12695586,63.18738532,6.403683619,6,38.71834464,Clear,Medium,lentil
37,62,22,24.02037872,61.62313345,7.397546271,5.8,49.78102578,Clear,Medium,lentil
31,60,24,25.40474421,65.8567539,7.722335992,3.7,51.92057267,Clear,Medium,lentil
22,67,22,29.03017561,64.49166566,7.475926645,5,54.9393771,Clear,Medium,lentil
3,78,18,20.21368219,68.65257685,6.887130053,4,50.89732989,Clear,Medium,lentil
4,80,16,29.19585548,68.01965728,7.441976825,3.9,44.93261911,Clear,Medium,lentil
